Time,KeyPressed
2025-09-23 22:58:24.150547,","
2025-09-23 22:58:24.610688,X
2025-09-23 22:58:24.990402,J
2025-09-23 22:58:25.365568,F
2025-09-23 22:58:25.642866,W
2025-09-23 22:58:26.065198,X
2025-09-23 22:58:27.195389,Ctrl+U
2025-09-23 22:58:29.069322,f
2025-09-23 22:58:30.441205,Ctrl+S
2025-09-23 22:58:31.938548,P
2025-09-23 22:58:33.342796,8
2025-09-23 22:58:34.303331,Ctrl+S
2025-09-23 22:58:35.907290,h
2025-09-23 22:58:36.527686,w
2025-09-23 22:58:38.052864,u
2025-09-23 22:58:38.484786,Ctrl+S
2025-09-23 22:58:38.780456,y
2025-09-23 22:58:40.494056,Ctrl+Shift+T
2025-09-23 22:58:42.193064,8
2025-09-23 22:58:42.992162,o
2025-09-23 22:58:43.263575,q
2025-09-23 22:58:43.526616,d
2025-09-23 22:58:44.254578,k
2025-09-23 22:58:45.509370,D
2025-09-23 22:58:47.091241,5
2025-09-23 22:58:48.612605,7
2025-09-23 22:58:50.323842,5
2025-09-23 22:58:51.995084,8
2025-09-23 22:58:53.217330,N
2025-09-23 22:58:53.445027, 
2025-09-23 22:58:54.565732,K
2025-09-23 22:58:55.103168,Q
2025-09-23 22:58:56.119497,Ctrl+Shift+T
2025-09-23 22:58:56.991708,R
2025-09-23 22:58:57.694827,?
2025-09-23 22:58:58.857666,U
2025-09-23 22:59:00.390738,9
2025-09-23 22:59:01.626516,W
2025-09-23 22:59:03.393231,Y
2025-09-23 22:59:03.913051,M
2025-09-23 22:59:05.201571,8
2025-09-23 22:59:07.068839,4
2025-09-23 22:59:08.450998,x
2025-09-23 22:59:09.276002,S
2025-09-23 22:59:09.823324,u
2025-09-23 22:59:10.346370,k
2025-09-23 22:59:12.064389,.
2025-09-23 22:59:13.011949,K
2025-09-23 22:59:13.228893,C
2025-09-23 22:59:15.012141,1
2025-09-23 22:59:16.658600,Q
